# 六级短语表 · 共 3398 条 · 每 50 条一个单元
# 短语来源：2ndLA/english-phrases · CET-6 短语表（CC BY-SA 4.0）；释义来源：ECDICT（MIT License）
单词,音标,中文释义,英文释义
once and for all,,"一次了结地, 一劳永逸地, 彻底地, 永远地, 最后一次",
once for all,,"只此一次, 一劳永逸地, 彻底地",
once in a while,,偶尔,
once more,,再一次,
once upon a time,,从前,
one after another,,接连地；[计] 批次发送,
one another,,彼此,
one by one,,一个接一个,
one day,,有一天,
one way or another,,无论如何,
one's attitude to,,暂无释义，可打开词卡用有道查询,
one's attitude towards,,暂无释义，可打开词卡用有道查询,
only too,,"非常, 实在, 完全",
open up,,"展开, 给...开刀, 打开, 开发, 开办, 展示, 开始；[法] 吐露真情",
operate on,,对...施手术,
opposed to,,反对；反对…的,
or else,,否则,
or so,,"大约, 或许, ...左右",
or something,,或是什么的,
originate from,,发源于,
originate in,,"归因于…, 产生于…; 起源",
other than,,"不同于, 除了",
ought to,,应该,
out of,,"在...外, 离开..., 从...里面, 出于, 由于, 因为, 缺乏, 没有, 放弃, 丧失",
out of breath,,上气不接下气,
out of character,,"不符合某人一贯的性格, 与自己的性/习惯/所扮的角色不适合",
out of condition,,"健康状况不好, 保存得不好",
out of context,,"离开上下文,脱离特定的背景",
out of control,,"不受控制, 失去控制；[法] 不受控制",
out of date,,"过时的, 废弃的；[化] 过期的; 过时的",
out of doors,,户外,
out of fashion,,"不合时尚,不时兴的,过时",
out of hand,,"无法控制, 脱手, 告终, 立即",
out of joint,,"脱节的, 脱臼的, 混乱的, 不协调的, 心情不好的",
out of line,,"不成直线, 不一直, 不协调；[经] 脱离常轨(价格)",
out of luck,,运气不好,
out of one's depth,,"在过深的水中, 非...所能理解, 力所不及",
out of order,,"次序颠倒, 不整齐；[化] 有故障的; 故障的",
out of place,,"不在合适位置, 不合适",
out of pocket,,白花钱的,
out of practice,,"荒疏的, 久不练习的",
out of print,,"已绝版, 已售完；[法] 绝版",
out of question,,毫无疑问,
out of season,,"过时, 不合时令",
out of sight,,"在看不见的地方, 极度",
out of sorts,,"身体不适, 心情不佳",
out of spite,,出于恶意,
out of step,,步调不一致；[化] 不同步,
out of stock,,"已脱销；[经] 卖完了, 无存货",
out of style,,"过时,不时兴,不时髦",
out of the blue,,突然,
out of the ordinary,,"不平常的, 非凡的",
out of the question,,不知底细；[法] 不可能,
out of the way,,"不挡道, 不恰当, 异常, 偏僻；[法] 把...移开, 把...除掉",
out of touch,,"不联系, 不接触",
out of touch with,,"同…失去联系,对…不了解,不知道,脱离…",
out of tune,,走调；[化] 失调,
out of tune with,,与某人或某事物不协调或不一致：指与某人或某事物的观点、态度、行为等不协调或不一致。,
out of use,,"不被使用, 废弃",
out of work,,"失业, 机器有毛病；[化] 不能工作的; 工作有妨碍的; 失效的",
outside of,,"在...的外面, 超出...的范围, 除了...之外",
over and above,,"在...之上, 高于..., 重于..., 在...之外(还), 另外还..., 在...同时还, 此外",
over and over,,"反复, 再三",
over and over again,,一再地,
over one's head,,使某人不能理解,
over sb.s head,,暂无释义，可打开词卡用有道查询,
overcome difficulties,,克服困难，战胜困难：成功应对或战胜困难、挑战或障碍。,
overcome one's shortcomings,,克服缺点：指努力克服自己的不足之处，以达到更好的表现或成就。,
owe obligations to,,暂无释义，可打开词卡用有道查询,
owe to,,归功于,
owing to,,"由于..., 因为...",
own up,,坦白,
pack away,,"收拾,收藏",
pack in,,"停止, 回绝, 对...不感兴趣",
pack off,,"寄出, 把...打发走, 匆匆离开",
pack up,,"打包, 整理, 收工, 结束",
palm off,,用欺骗的手段转让或卖掉,
pant for,,渴望,
part company,,"分离, 不再交往, 有分岐",
part company with,,"与...分离, 与...有分歧, 与...断绝关系",
part with,,"失去, 卖掉[付出]…, 与…分开; 割舍",
participate in,,"参加, 参与, 分享",
particular about,,adj. 对……挑剔，讲究：对某事物有很高的要求，注重细节和品质。,
pass away,,"去世, 停止, 离去, 消逝",
pass by,,"经过, 掠过, 忽视",
pass off as,,将某物误称为另一物：将某物冒充成另一物。,
pass on,,"传授, 传递",
pass one's verdict upon,,对...下判断,
pass out,,"分发, 昏倒, 死, 完成学业, 离去",
pass over,,"忽略, 省略, 不加考虑, 转交",
pass sb. off as,,暂无释义，可打开词卡用有道查询,
pass sth. off as,,以某物冒充,
pass through,,"通过..., 透过..., 穿过..., 流过...",
pass up,,"拒绝, 把...向上递",
pat sb. on the back,,轻拍某人的背;赞扬某人,
patient with,/ˈpeɪʃnt wɪð/,对……有耐心：对某人或某事保持耐心和宽容的态度。,
pattern oneself after,,"依照…式样仿制,模仿…,学习…的榜样",
pattern sth. on,,仿照…式样制造某物,
pattern sth. upon,,暂无释义，可打开词卡用有道查询,
pay attention to,,注意,
pay back,,"偿付, 报答, 报复；[经] 付还, 偿付, 报酬率",
pay no attention to,,不要理会：拒绝表现出听到或看到某事或某人的样子，忽视某事或某人。,
pay off,,"付清, 报复, 付清工资解雇, 使人得益, 取得成功；[经] 清偿(债务), 发工资, 分配盈利",
pay out,,"付出, 报复, 放出；[经] 支出, 花费",
pay up,,"全部付清, 按时付款, (在勒索下)出钱；[经] 付清, 缴清(股款等)",
peck at,,"啄, 凿",
peel off,,"飞机离队俯冲目标, 飞机离队降落",
peg away at,,"集中力量于,埋头做,孜孜从事",
peg sb. down,,暂无释义，可打开词卡用有道查询,
penalty area,,罚球区,
penalty kick,,"罚球, 罚点球",
pension sb. off,,"发给某人养老金使其退休, 发给某人年金令其退职",
people of all ranks,,各个阶层的人；各阶层人民；社会各阶层的人,
per cent,,"n. 每百中, 百分之..., (英)利息...厘的证券, (非正式)百分率；[医] 每百分, 百分数",
persist in,,"坚持, 固执于",
pertain to,,"属于, 关于, 附属, 适合, 相称",
phase in,,"逐步采用, 分阶段引入",
phase out,,"使逐步淘汰, 逐渐停止",
pick at,,"扯拉, 抓弄, 少量地吃, 对...唠叨指责",
pick on,,"作弄, 惹恼, 找...的岔子, 选中, 总是挑剔；[法] 挑剔, 作弄人, 选择",
pick out,,挑选,
pick sb.s brains,,暂无释义，可打开词卡用有道查询,
pick to pieces,/pɪk tu ˈpiːsɪz/,挑剔地批评：对某人或某事进行严格、细致的批评，挑出其中的错误或不足之处。,
pick up,,"掘地, 捡起, 获得, 学会, 看到, 中途带, 搭乘, 重新找到, 振作, 加快, 好转, 整理",
pie in the sky,,"死后的幸福, 渺茫的希望, 空头支票, 不能保证实现的允诺",
pile in,,"挤入,塞进",
pile up,,"堆积, 积累, 搁浅, 撞毁",
pin down,,"使受约束, 把...别住(或钉牢), 阻止, 压制, 使明确说明, 证实",
pine away,,"消瘦, 憔悴",
pine for,,"渴望, 怀念",
pitch in,,"投入, 动手干, 作出贡献",
place a high premium on,,暂无释义，可打开词卡用有道查询,
place a mortgage on,,暂无释义，可打开词卡用有道查询,
place a premium on,,高度重视或珍视某事物：指对某事物非常重视或珍视。,
place sth. on the agenda,,暂无释义，可打开词卡用有道查询,
plan on,,打算,
play a part in,,"在…中扮演角色,在…中起作用",
play at,,"参加(体育活动、比赛等), 假装, 戏弄, 敷衍",
play back,,"把(球)打回对方, 播放(唱片、磁带等)",
play down,,"对...不重视, 降低, 贬低, 屈尊随群",
play havoc with,,"对...遭成严重破坏, 扰乱...",
play it safe,,"求稳, 不冒险",
play off,,"使出丑, 延长比赛以破平局, 使相斗, (用欺骗手段)使...脱手",
play off against,,与……竞争：鼓动一个人或团体与另一个人或团体竞争或争论，希望从这种情况中获得一些优势。,
play on,,"继续比赛, 利用",
play out,,"把戏演完, 使耗尽, 使筋疲力尽, 放出, 用完, 使破产, 宣泄, 结束",
play safe,,不冒险,
play second fiddle to,,当...的副手,
play up,,"加油, (比赛时)拼命, 开始奏乐, 强调, 给...制造麻烦, 出故障",
play upon,,玩弄：利用（他人的情感、恐惧、关切等）以不公平的方式让人们做自己想要的事情。,
play with fire,,玩火,
plead against,,"反驳,劝人不要…",
plead with,/pliːd wɪð/,v. 恳求，乞求：向某人恳切地请求或乞求某事。,
plug away,,[体]坚持下去,
plug away at,,坚持不懈地努力做某事；持续努力,
plug in,,插上电源,
plump for,,投票选出（一人）,
point out,,指出,
poke about,,"摸索, 寻找",
poke around,,v. 闲逛,
poke fun at,,取笑,
poke one's nose into,,探听,
poke round,,四处翻找：指在某个地方或物品中仔细寻找或探索。,
poles apart,,"大相径庭, 完全相反",
polish off,,"(飞快地)完成, 打败",
pop up,,突然站起(或跳起),
popular with,,受……欢迎,
pour into,,[化] 注入,
pour out,,倒出; 使流出; 涌出; 倾诉,
pour scorn on,,嘲笑：以非常批评和嘲笑的方式谈论。,
prefer to,,较喜欢，宁愿; 提升某人为,
preferable to,/ˈprefrəbl tu/,更可取的，更好的，更优先的,
preliminary remarks,,初步的说明或评论：在正式开始之前，对某个话题或问题进行的初步说明或评论。,
presence of mind,,"镇定, 沉着",
preside over,,"负责, 主持",
press on,,强加于,
press sth. on sb.,,暂无释义，可打开词卡用有道查询,
presume on,,期望过多：在关系中期望过多，表现出不理解自己在关系中的角色，超出了关系的适当限制。,
presume upon,,"利用, 指望",
prevail on,,"说服, 诱使",
prevail over,,胜过,
prevail upon,,"说服,劝说好",
previous to,,"在...前, 在...先, 在...以前",
prey on,,"捕食, 掠夺",
prick up one's ears,,竖起耳朵听,
prior to,,"在前, 居先；[经] 在...之前",
proceed to do sth.,,暂无释义，可打开词卡用有道查询,
proceed with sth.,,暂无释义，可打开词卡用有道查询,
produce testimony of,,提出...的证据,
produce testimony to,,提出...的证据,
profit by,,从…中得到好处.得益于…,
profit from,,得益于,
prohibit from,,"禁止, 阻止",
prone to,,倾于…,
prone to do,,易于做某事：倾向于或有可能做某事的倾向。,
prop up,,"支撑, 支持",
protest against,,"抗议…,反对…",
protest against sth.,,反对某事：表达对某一政策、行为或事件的不满和反对。,
proud of,,为…而感到骄傲,
prove one's guilt,,暂无释义，可打开词卡用有道查询,
provide for,,"作准备, 供养, 规定",
provide with,,给…提供，以…装备,
provided that,,"conj. 以...为条件, 假如；[法] 只要, 但",
provision for,,提供某物的行为：指为某事物做出安排或准备。,
provisional agenda,,[法] 临时议税,
puff out,,膨胀,
puff up,,使肿胀,
pull apart,,"把...撕开, 批评",
pull away,,"脱身, 离开",
pull down,,"摧毁, 推翻, 使降低, 使下跌, 使身体变差, 使萎靡, 获取；[机] 胀陷, 上模剥砂",
pull in,,"进站, 靠岸",
pull off,,"脱, 努力实现, 赢得",
pull one's leg,,v. 拿···开玩笑；捉弄···,
pull one's weight,,尽力工作,
pull out,,"拔出, 离开, (使)渡过难关, (使)恢复健康",
pull over,,"靠岸, 开到路边",
pull sb.s leg,,暂无释义，可打开词卡用有道查询,
pull through,,"(使)渡过难关, (使)恢复健康",
pull to pieces,,把...撕成碎片,
pull together,,齐心协力,
pull up,,"拔起, 停下, 阻止",
push about,,"驱使,摆布",
push around,,"把...推来推去, 摆布",
push on,,"推动, 推进, 匆匆向前",
push through,,"挤过去, 完成",
put a high premium on,,高度重视；非常看重；认为非常重要,
put a premium on,,"奖励, 鼓励, 重视",
put across,,"做成, 使被接受, 欺骗",
put an end to,,"结束, 终止",
put aside,,"撇开, 储存...备用",
put away,,"放好, 储存...备用, 抛弃, 放弃",
put behind bars,,"关起来, 监禁; 关押",
put down,,"放下, 不赞成, 镇压, 取缔, 制止, 记下, 贬低, 羞辱, 削减；[法] 放下, 遏止",
put forward,,"放出, 拿出, 提出, 推举出；[法] 放出, 提出",
put in,,"放进, 提出, 提交, 选举, 插入, 种植, 进港, 进入；[经] 提出",
put in a good word for,,"替某人说情,为某人说好话",
put in a word for,,为……说句好话：为某人或某事物说句好话，以支持或推荐他们。,
put into effect,,"使生效, 执行...；[经] 执行, 使生效",
put into operation,,使生效；[化] 投入运转,
put into practice,,"实行..., 落实...；[经] 实行, 落实",
put off,,"推迟, 拖延, 搪塞, 阻止, 脱掉, 扔掉, 使分心, 使厌恶, 出航；[经] 推迟",
put on,,"把...放上去, 穿上, 假装, 增加, 上演, 使...上场, 使起作用, 施加于",
put one's heads together,,共同商讨：指两个或多个人一起思考、商讨问题或计划。,
put out,,"放出, 伸出, 生产, 出版, 发布, 熄灭, 消除, 使困扰, 使脱臼, 把...杀出局, 出航；[化] 关; 停止",
put over,,"使转向, 推迟, 拖延, 使被接受, 驶过",
put sth. on the agenda,,暂无释义，可打开词卡用有道查询,
put the screw on,,对…施加压力;强迫,
put the screws down,,暂无释义，可打开词卡用有道查询,
put the screws on,,胁迫；威逼；对……施加压力,
put through,,"搞成, 接通",
put to death,,杀死；[法] 处死,
put to use,,"使用, 利用",
put up,,"举起, 抬起, 进行, 推举, 参加竞选, 提供, 建造, 接待, 包装, 公布, 上演；[化] 搭架",
